Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AEROSPC,135B,26252,002,Air Force Studies,Andrew Emerson,under,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0
AEROSPC,1B,25013,002,Found Us Air Force,Mary Holman,under,10,8,5,2,2,1,0,0,0,0,0,0,1,0,0
AEROSPC,2B,21337,001,Evolut Of Air Power,Andrew Emerson,under,2,7,4,0,0,0,0,0,1,0,0,0,0,0,0
AEROSPC,2B,25014,002,Evolut Of Air Power,Andrew Emerson,under,2,7,4,0,1,0,0,0,0,0,0,0,0,2,0
AFRICAM,100,25042,001,Black Intllctl Thgh,Leigh Raiford; Kevin Rigby,under,0,23,23,2,1,0,0,1,0,0,0,0,2,5,2
AFRICAM,112A,30940,001,Pol/Eco Dev 3rd Wld,Tianna Paschel,under,0,23,23,4,2,1,0,0,0,0,0,0,2,15,0
AFRICAM,115,25708,001,Lang Soc Iss Africa,Sam Mchombo,under,5,13,6,5,3,2,1,0,0,0,0,0,0,1,0
AFRICAM,120,24839,001,Africa From Revolut,G Ugo Nwokeji,under,0,5,4,4,8,3,1,1,0,0,0,0,0,6,0
AFRICAM,152F,26534,1,Neo-Slave Narrative,Darieck Scott,under,7,8,3,1,7,0,0,0,1,0,0,0,0,4,3
AFRICAM,159,21376,001,Spec Top Afam Lit,Chiyuma Elliott,under,5,6,1,0,1,1,0,0,0,0,0,0,0,4,0
AFRICAM,194B,24767,001,Aatp Seminar,Takiyah Jackson,under,9,23,0,0,0,0,0,0,0,0,1,0,0,1,0
AFRICAM,28AC,21348,001,Glob & Min Am Comm,Nitoshia Ford; Cherod Johnson; Frederick Vincent,under,11,50,14,3,2,0,0,0,0,0,0,0,3,6,1
AFRICAM,5B,25300,001,Afam Life & Cul U S,Peace And Love El Henson,under,8,12,11,11,13,5,0,2,0,1,2,0,4,11,6
AFRICAM,C133A,30924,001,Race Urban Sch,Travis Bristol; Christian Gordon; Caleb Dawson,under,16,4,10,4,1,2,0,0,0,0,0,0,2,6,1
AFRICAM,R1A,21340,001,Fresh Composition,Ula Taylor; Malika Imhotep,under,7,6,3,0,0,0,0,1,0,0,0,0,0,0,0
AFRICAM,R1B,24549,001,Freshmn Composition,Ula Taylor; Brittany Botts,under,1,4,7,2,0,0,0,0,0,0,0,0,1,3,0
AFRICAM,R1B,25023,002,Freshmn Composition,Ula Taylor; John Mundell,under,1,11,4,0,1,0,0,0,0,0,0,0,0,1,0
AMERSTD,10,21395,001,Intro American Stdy,Kathleen Moran; Christine Palmer,under,0,4,9,4,4,4,3,2,1,0,0,1,1,5,4
AMERSTD,101,21398,001,Us Cultures In Time,Christine Palmer; Bryan Wagner,under,0,3,9,4,3,3,3,0,0,0,0,1,0,15,3
AMERSTD,102,26522,002,Us Cultures/Place,Kathleen Moran; Andrew Shanken,under,1,8,4,2,4,5,0,0,0,0,0,0,1,17,0
AMERSTD,102,21399,001,Us Cultures/Place,Sarah Gold Mcbride,under,0,25,10,2,5,1,2,0,0,0,0,0,1,5,3
AMERSTD,102,32609,003,Us Cultures/Place,Mark Brilliant; Steven Solomon; Cristina Violante,under,0,3,3,5,2,1,0,0,2,1,0,0,0,6,0
AMERSTD,191,15686,002,Senior Seminar,Mark Brilliant,under,0,1,2,1,3,1,0,1,2,0,0,0,0,2,0
AMERSTD,191,15685,001,Senior Seminar,Sarah Gold Mcbride,under,0,0,2,3,1,0,2,0,1,0,0,0,0,1,0
AMERSTD,C172,25020,001,Hist American Bus,Christine Rosen; Max Lopez; Chelsea Muir,under,0,6,9,4,3,1,0,0,0,1,0,0,1,20,2
AMERSTD,H195,19673,001,Honors Thesis,Christine Palmer,under,2,10,3,0,0,0,1,0,0,0,0,0,0,1,0
ANTHRO,1,21401,001,Intro To Bio Anthro,Sabrina Agarwal,under,90,38,16,14,8,8,4,2,1,0,1,1,3,27,0
ANTHRO,112,21464,001,Sp Topics: Bio Anth,Burcu Tung,under,14,7,1,1,1,1,0,0,0,0,0,0,0,7,0
ANTHRO,114,25060,001,Hist/Anthro Thought,Corinne Hayden,under,9,81,16,0,1,0,0,0,0,0,0,0,0,7,1
ANTHRO,115,25350,001,Intro Med Anthro,Karen Nakamura,under,36,68,0,0,2,0,0,0,0,0,0,0,1,1,0
ANTHRO,121AC,30227,001,Amercn Materl Cultr,Laurie Wilkie,under,17,20,0,2,0,0,0,0,0,0,0,0,0,3,0
ANTHRO,122A,32284,001,Archaeol No Amer,Jun Sunseri,under,21,8,1,0,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,122E,30207,001,Andean Archaeology,Christine Hastorf,under,4,8,2,3,1,0,0,0,0,0,0,0,0,2,0
ANTHRO,128,32798,002,Spec Topics In Arch,Lisa Maher,under,13,11,2,0,1,0,0,0,0,0,0,0,0,0,1
ANTHRO,128,25238,001,Spec Topics In Arch,William White,under,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0
ANTHRO,128M,32286,001,Topics:Arch/Method,Ann Danis,under,5,8,0,0,1,0,0,3,0,0,0,0,0,4,0
ANTHRO,141,30212,001,Comparative Society,Xin Liu,under,3,5,3,0,0,1,0,0,0,0,0,0,1,1,0
ANTHRO,146,30208,001,Cities Global South,James Holston,under,3,30,0,0,1,0,0,0,0,0,0,0,0,3,1
ANTHRO,149,30217,001,Psychological Anth,Stefania Pandolfo,under,16,53,3,0,0,2,0,0,0,0,0,0,1,3,0
ANTHRO,160AC,24471,001,Forms Of Folklore,Charles Briggs,under,16,59,16,6,6,0,0,0,2,0,0,0,5,33,3
ANTHRO,162,24761,001,Topics In Folklore,Anthony Buccitelli,under,2,6,3,1,0,1,0,0,0,0,0,0,0,0,0
ANTHRO,169B,26295,001,Res Theo/Meth Soc,Lawrence Cohen,under,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,189A,32472,001,Topics:Culture Area,Sa'ed Atshan,under,1,6,4,1,1,0,2,0,0,0,0,0,0,0,1
ANTHRO,189A,32550,002,Topics:Culture Area,Jason Price,under,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,24,25202,001,Freshman Seminar,Nelson Graburn,under,0,5,3,2,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,2AC,21417,001,Intro Archaeology,Christopher Lowman,under,21,192,10,5,6,5,0,1,0,1,0,0,1,22,2
ANTHRO,3AC,21428,001,Intro Soc/Cult Ac,Daniel Fisher,under,8,44,23,17,13,8,1,8,3,0,0,0,10,59,1
ANTHRO,84,24739,001,Sophomore Seminar,Rosemary Joyce,under,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,21451,002,Reading & Comp,Burcu Tung,under,4,6,1,0,1,0,0,0,0,0,0,0,0,6,0
ANTHRO,R5B,21450,001,Reading & Comp,Julia Sizek; Rosemary Joyce,under,0,4,0,1,0,1,0,1,0,0,0,0,0,5,2
ARABIC,100B,21505,001,Advanced Arabic,Haitham Mohamed,under,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
ARABIC,1B,21500,003,Elementary Arabic,Amel Belguith,under,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1
ARABIC,1B,21501,004,Elementary Arabic,Amel Belguith,under,2,1,2,4,0,0,0,0,0,0,0,0,0,1,0
ARABIC,1B,21498,001,Elementary Arabic,Nathalie Khankan,under,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0
ARABIC,20B,21502,001,Intermediate Arabic,Haitham Mohamed,under,2,8,1,0,0,0,0,0,0,0,0,0,0,6,0
ARCH,100B,21098,001,Fund Of Arch Design,William Di Napoli; Gerard Creedon; Keith Plymale; Eleanor Pries; Franklyn Campbell; Lingxiu Chong; Robert Scott; Monica Sanga,under,0,15,18,20,18,12,1,0,1,1,0,0,0,20,1
ARCH,100D,21108,003,Arch Design Iv,David Orkand,under,1,5,2,3,0,0,0,0,0,0,0,0,0,2,0
ARCH,100D,21110,005,Arch Design Iv,Sarah Hirschman,under,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0
ARCH,100D,21224,006,Arch Design Iv,Logman Arja,under,1,7,2,1,0,0,0,0,0,0,0,0,0,1,0
ARCH,100D,32763,002,Arch Design Iv,Rene Davids,under,1,4,1,2,1,0,0,0,0,0,0,0,0,2,0
ARCH,100D,21109,004,Arch Design Iv,James Leng,under,0,4,3,2,3,0,0,0,0,0,0,0,0,1,0
ARCH,100D,21299,007,Arch Design Iv,Kristen Sidell,under,0,2,4,3,2,1,0,0,0,0,0,0,0,1,0
ARCH,102B,21289,002,Capstone Project,Lindsay Baker,under,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0
ARCH,11B,21094,001,Intro To Design,Rudabeh Pakravan,under,0,13,14,12,7,2,3,0,0,0,0,0,1,6,4
ARCH,140,21113,001,Energy & Enviro,Stefano Schiavon; Gail Brager,under,16,63,30,8,8,3,3,1,1,0,0,0,0,26,0
ARCH,160,21120,001,Intro Construction,Dana Buntrock,under,0,39,0,0,27,0,0,1,0,0,1,0,0,7,1
ARCH,170B,21125,001,"Hist, Arch&Urbanism",Margaret Crawford,under,37,46,9,4,0,0,0,0,0,0,0,0,0,8,0
ARCH,98,33718,002,Directed Group Stdy,Maria Luisa de Oliveira Gama Caldas,under,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
ARMENI,126,32424,001,Armen Cult And Film,Myrna Douzjian; Matthew Ghazarian,under,3,9,3,6,3,0,0,0,0,0,0,0,0,4,0
ART,102,24310,001,Adv Ptng R&M,Craig Nagasawa,under,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,103,25308,001,Adv Pntng Portrait,Felicita Norris,under,5,3,3,1,0,0,0,0,0,0,1,0,0,1,0
ART,117,21514,001,Adv Draw Re/Methods,Aida Gamez,under,3,6,5,1,2,0,0,0,0,0,0,0,0,0,0
ART,118,21515,001,Adv Draw Figure,Indira Morre,under,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,119,21516,001,Gpca,Sholeh Asgary,under,9,3,0,2,0,1,0,0,0,0,0,0,1,7,0
ART,12,24307,001,Drawing: Fdns,Christopher Christion,under,3,10,1,0,1,0,0,0,0,0,0,0,0,3,1
ART,124,32628,001,Adv Printmaking,Randy Hussong,under,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,13,24308,001,Painting: Fdns,Christina Klein-Tross,under,12,4,1,0,0,0,0,0,0,0,0,0,0,3,0
ART,137,26089,001,Adv Proj Ceram Scul,Nicki Green,under,0,10,2,1,0,0,0,0,0,0,0,0,0,2,0
ART,138,26719,001,Installation,Carolyn Hott,under,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ART,14,21511,001,Sculpture: Fdns,Dana Hemenway,under,6,7,0,0,0,0,0,0,0,0,0,0,0,2,0
ART,15,21512,001,Ceramics: Fdns,Nicki Green,under,1,12,3,0,0,0,0,0,0,0,0,0,0,1,0
ART,16,32622,001,Prnt:Rlf/Int:Fdns,Randy Hussong,under,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,160,32629,003,Spec Topics Vis Std,Stephanie Syjuco,under,2,9,2,1,1,0,0,0,0,0,0,0,0,1,0
ART,160,33030,004,Spec Topics Vis Std,Greg Niemeyer,under,4,23,0,0,1,0,0,0,0,0,0,0,0,1,0
ART,171,33158,002,Video Projects,Leila Weefur,under,2,9,0,0,0,0,0,0,0,0,0,0,0,3,0
ART,172,32807,001,Adv Comp Graph Std,Greg Niemeyer,under,6,18,0,0,0,0,0,0,0,0,0,0,0,3,0
ART,180,21517,001,Advanced Digital Ph,Arielle Rebek,under,1,7,6,0,1,0,0,1,0,0,0,0,0,0,0
ART,182,26720,001,Creativ Writing Art,Anne Walsh,under,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,185,24312,001,Sn Projects,Jill Miller,under,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,185,24313,002,Sn Projects,Allan deSouza,under,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0
ART,8,21507,001,Intro Vis Thinking,Anne Walsh,under,48,16,6,0,0,0,0,0,0,0,0,0,0,6,0
ASAMST,121,21549,001,Chinese Amer Hist,Harvey Dong,under,0,27,2,0,0,0,0,0,0,0,0,0,0,11,1
ASAMST,122,25319,001,Japanese Amer Hist,Lisa Hirai Tsuchitani,under,0,6,1,1,0,0,0,0,0,0,0,0,0,3,0
ASAMST,131,21551,001,Asian Diaspora,Khatharya Um,under,0,3,13,5,0,1,0,0,0,0,0,0,1,4,0
ASAMST,132AC,21552,001,Islamophobia,Hatem Bazian; Blanca Gamez-Djokic; Talha Mirza; Rasheed Shabazz,under,104,21,14,6,1,0,1,0,0,0,0,0,0,24,0
ASAMST,152,30651,001,Second Gen Asiam Am,Carolyn Chen,under,1,20,5,2,1,0,0,0,0,0,0,0,0,5,0
ASAMST,171,21560,001,"Asam In Film, Video",Hannah Michell,under,15,6,11,2,1,0,0,0,0,0,1,0,0,6,1
ASAMST,176,21561,001,Genre As Amer Lit,Fae Myenne Ng,under,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASAMST,190,19687,001,Sem-Advanced Topics,Catherine Choy,under,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0
ASAMST,20A,21528,001,Intro Asian Am Hist,Caleb Ford; Michael Chang; Claire Chun,under,7,43,28,2,1,0,0,0,0,0,0,0,0,16,1
ASAMST,20C,25470,001,Cultural Politics,Lok Siu; Lisa Ng,under,1,27,11,2,0,0,0,0,0,0,0,0,0,3,0
ASAMST,R2B,21523,001,Reading&Composition,Khatharya Um; David Pham,under,5,5,1,1,0,0,0,0,0,0,0,0,0,4,0
ASTRON,121,21597,001,Radio Astronomy Lab,Aaron Parsons; Tyler Cox; Clinton Miller,under,0,4,5,2,1,2,0,0,0,0,0,0,0,0,2
ASTRON,128,25880,001,Data Lab,Daniel Weisz; Kareem El-Badry; Ellianna Schwab,under,2,1,2,1,0,0,0,0,0,0,0,0,0,12,0
ASTRON,7B,21592,001,Intro Astrophysics,Mariska Kriek; Nick Choksi; Andrea Antoni; Kaela Lee,under,5,10,3,2,4,2,1,1,1,0,0,0,0,9,1
ASTRON,98,21596,002,Directed Group Stdy,Jessica Lu,under,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
ASTRON,98,27259,003,Directed Group Stdy,Daniel Kasen,under,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
