CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC, 001A,1,C RICE,8,7,5,3,1,2,0,0,0,0,0,0,2
AEROSPC, 002A,1,C RICE,7,6,7,0,1,1,0,0,0,0,0,0,0
AFRICAM, 004A,1,G NWOKEJI,1,9,11,14,14,2,4,3,6,1,0,0,0
AFRICAM, 005A,1,B CATANESE,8,20,2,7,6,5,1,3,1,1,5,1,8
AFRICAM, 027AC,1,P HINTZEN,4,10,6,12,29,18,7,8,5,2,0,0,2
AFRICAM, 028AC,1,S SMALL,5,15,9,21,11,0,0,0,0,0,0,0,0
AFRICAM, 039B,1,J PATTON,1,11,2,1,5,2,1,0,0,0,0,0,0
AFRICAM,100,1,L RAIFORD,0,6,4,2,6,2,2,2,0,0,1,0,2
AFRICAM,101,1,H FRYE,0,4,2,5,6,0,1,1,1,0,0,0,0
AFRICAM, 112A,1,P HINTZEN,0,6,3,3,5,6,1,2,0,3,1,0,3
AFRICAM,119,1,M COHEN,0,10,2,1,8,0,0,0,0,0,0,0,0
AFRICAM,131,1,M LAGUERRE,0,8,5,3,7,4,2,2,0,0,0,0,0
AFRICAM,139,1,C HENRY,2,30,12,3,11,1,2,2,0,0,0,0,3
AFRICAM, 142A,1,L RAIFORD,0,16,6,6,6,3,1,1,2,1,1,1,1
AFRICAM, 150B,1,D SCOTT,2,9,13,6,5,1,0,0,1,0,0,0,1
AFRICAM,155,1,A NANDA,2,5,4,2,5,4,2,0,0,0,0,0,0
AFRICAM,159,2,A DE LEON,0,12,1,2,1,0,0,0,0,0,0,0,0
AFRICAM,159,3, RAPHAEL-HERNANDEZ,0,5,14,2,2,1,0,0,0,0,1,0,0
AFRICAM,C011A,1,J NJOROGE,0,2,2,1,3,3,0,0,0,0,0,0,0
AFRICAM,C133A,1,N SUAD-BAKARI,0,4,1,2,3,0,0,1,0,0,0,0,1
AFRICAM,C134,1,M LAGUERRE,0,7,3,0,3,0,0,0,0,0,0,0,0
AFRICAM,R001A,1,C HENRY,1,10,8,11,6,2,0,0,0,0,0,0,1
AFRICAM,R001B,1,A NANDA,0,5,3,5,5,2,3,1,1,0,0,0,0
AMERSTD,10,1,M BRILLIANT,0,1,6,7,25,3,8,9,1,3,0,2,7
AMERSTD,101,1,C PALMER,0,2,6,5,1,6,2,1,2,0,1,1,5
AMERSTD, 101AC,1,M COHEN,0,18,18,17,27,14,0,2,1,0,0,0,3
AMERSTD,102,1,K BIESTMAN,1,4,1,2,10,4,4,8,2,1,1,0,2
AMERSTD,110,1,K MORAN,0,19,20,14,15,6,3,4,1,2,0,0,2
AMERSTD,191,1,C PALMER,0,0,5,0,1,2,2,1,0,0,0,0,1
AMERSTD,191,2,K BIESTMAN,0,5,1,2,2,1,0,0,0,0,0,0,2
AMERSTD,C111E,1,R GONZALEZ,0,1,4,3,6,0,0,0,0,0,0,0,1
AMERSTD,C111E,2,D MCQUADE,0,2,9,3,6,3,1,0,1,0,0,0,0
AMERSTD,C112A,1,P GROTH,2,4,3,5,8,2,3,8,0,0,2,0,2
AMERSTD,C134,1,M LAGUERRE,0,8,5,2,0,0,0,0,0,0,0,0,0
ANTHRO, 002AC,1,L WILKIE,1,44,42,69,66,11,14,14,6,2,3,0,9
ANTHRO, 003AC,1,C HIRSCHKIND,1,87,107,103,66,19,13,2,4,0,0,0,2
ANTHRO,111,1,T DEACON,0,19,27,18,14,27,6,8,5,0,0,0,2
ANTHRO,115,1,N SCHEPER-HUGHES,6,16,41,20,4,0,0,1,1,0,0,0,4
ANTHRO, 122F,1,K LIGHTFOOT,8,29,12,6,2,2,2,3,0,0,0,0,0
ANTHRO, 123A,1,M CONKEY,1,15,12,9,3,1,0,0,0,0,0,0,3
ANTHRO, 136I,1,R TRINGHAM,1,7,3,1,0,1,1,0,0,0,0,0,0
ANTHRO,137,1,L NADER,1,14,52,22,32,30,9,5,4,2,2,0,2
ANTHRO,141,1,X LIU,2,8,11,4,1,1,0,0,1,0,0,0,2
ANTHRO,142,2,C HAYDEN,1,11,10,6,15,8,1,3,0,0,0,0,1
ANTHRO,149,1,S PANDOLFO,10,39,24,5,3,0,0,0,0,0,0,0,1
ANTHRO,150,1,A YURCHAK,6,23,20,9,2,0,0,0,0,0,0,0,0
ANTHRO, 169B,1,M FERME,0,3,1,3,4,2,0,0,0,0,0,0,0
ANTHRO,171,1,Y KONISHI,0,28,29,9,2,0,1,1,0,0,0,0,0
ANTHRO,189,1,A ONG,1,3,17,4,1,2,0,0,0,0,0,0,4
ANTHRO,189,3,E DUBUISSON,0,4,5,4,3,0,1,0,0,0,0,0,0
ANTHRO,C147B,1,D ALFONSO,0,16,1,4,0,1,1,0,0,0,0,0,0
ARABIC, 001A,4,E SAYLOR,4,6,1,1,0,0,0,0,0,0,0,0,0
ARABIC, 001A,5,S S'HIRI,4,6,5,1,0,0,0,0,0,0,0,0,0
ARABIC, 001A,6,H BAZIAN,6,6,4,2,0,0,0,0,0,0,0,0,0
ARABIC, 001A,7,H NEALE,1,6,4,0,0,0,0,0,0,0,0,0,0
ARABIC, 020A,1,H BAZIAN,6,5,2,0,0,0,0,0,0,0,0,0,0
ARABIC, 020A,3,S S'HIRI,3,4,0,5,1,2,0,0,0,0,0,0,0
ARABIC, 104B,1,M LARKIN,0,8,1,3,1,0,0,0,0,0,0,0,0
ARABIC,107,1,J HAYES,0,8,3,0,1,2,0,0,0,0,0,0,0
ARCH, 100A,1,R DAVIDS,0,9,16,19,10,8,3,1,0,0,0,0,0
ARCH, 100B,1,K PLYMALE,7,8,16,11,8,5,0,0,0,0,0,0,0
ARCH,101,2,R LIFCHEZ,0,3,2,5,1,0,0,3,0,0,0,0,0
ARCH,101,3,R RAEL,0,10,0,0,2,0,0,0,0,0,0,0,0
ARCH, 110AC,1,G CRANZ,6,32,22,14,21,9,3,2,2,1,0,0,1
ARCH,122,1,Y KALAY,2,22,6,5,5,0,0,0,0,0,0,0,0
ARCH,150,1,R BLACK,2,16,20,17,30,25,16,8,5,4,3,0,1
ARCH, 170A,1,A SHANKEN,0,12,12,41,45,36,11,15,5,0,0,0,3
ARCH,173,1,G CASTILLO,3,7,4,3,4,0,1,0,0,0,0,0,0
ART,8,1,J MCNAMARA,30,50,13,1,0,0,0,0,0,0,0,0,0
ART,12,1,S CARNWATH,0,2,7,3,0,0,1,1,0,0,0,0,1
ART,12,2,V DEJESUS,7,4,7,2,1,0,0,0,0,0,0,0,0
ART,13,1,C NAGASAWA,0,13,0,2,2,0,0,0,0,0,0,0,0
ART,13,2,J MCNAMARA,0,18,6,1,0,0,0,0,0,0,0,0,1
ART,14,1,R HUSSONG,0,14,2,0,1,0,0,0,0,0,0,0,0
ART,14,2,M VAN DEN DOOL,0,3,4,5,1,1,0,0,0,0,0,0,0
ART,16,1,R HUSSONG,0,17,4,0,0,0,0,0,0,0,0,0,0
ART, 023AC,1,G NIEMEYER,18,6,13,5,4,2,2,2,0,0,0,1,2
ART,102,1,C NAGASAWA,0,14,4,0,0,0,0,0,0,0,0,1,0
ART,102,2,S CARNWATH,3,0,6,6,0,0,1,0,0,0,0,0,0
ART,117,1,J CORTEZ,1,6,7,4,2,2,2,1,0,0,0,0,0
ART,118,1,R SHAW,0,15,0,5,6,1,1,1,0,0,0,0,0
ART,122,1,R HUSSONG,3,14,1,1,1,0,0,0,0,0,0,1,0
ART,132,1,T DONAHUE,1,2,4,0,2,1,0,0,1,0,0,0,0
ART,133,1,B REIMAN,1,9,3,3,0,0,0,0,0,0,0,0,0
ART,137,1,R SHAW,0,9,0,5,2,0,1,0,0,0,0,0,0
ART,160,1,K SHERWOOD,2,8,7,1,2,0,0,0,0,0,0,0,0
ART,160,2,J HAMILTON,0,1,1,6,3,0,0,0,0,0,0,0,0
ART,171,1,D HOLMAN,0,6,8,2,0,0,0,0,0,0,0,0,0
ART,173,1,C KUBICK,0,4,9,3,3,0,0,1,0,0,0,0,0
ART,185,1,B REIMAN,0,13,1,0,0,0,0,0,0,0,0,0,0
ASAMST, 020A,1,M OMI,9,29,28,21,22,9,4,5,1,0,0,0,1
ASAMST,121,1,H DONG,1,23,5,1,1,0,0,0,0,0,0,0,0
ASAMST,122,1,J TAKAHASHI,0,4,6,2,0,1,0,0,0,0,0,0,0
ASAMST,124,1,C CHOY,0,4,15,4,0,1,0,1,0,0,0,0,1
ASAMST,126,1,K UM,0,2,0,2,5,0,2,0,0,0,0,0,0
ASAMST, 128AC,1,H BAZIAN,22,61,55,30,4,1,1,0,0,0,0,0,1
ASAMST,141,1,T FLEMING,8,9,3,5,9,2,3,0,1,0,0,0,0
ASAMST,171,1,E KIM,3,12,19,10,15,3,1,1,0,0,0,0,2
ASAMST,172,1,G CHOY,0,29,5,0,1,0,1,0,0,0,0,0,0
ASAMST,177,1,G CHOY,0,23,6,6,0,1,0,0,0,0,0,0,1
ASAMST,R002A,1,A LEONG,0,3,7,14,6,0,0,0,0,0,0,0,0
ASAMST,R002A,2,F NIUMEITOLU,0,2,9,17,1,0,0,0,0,0,0,0,0
ASAMST,R002B,1,A LEONG,0,3,10,9,4,2,0,0,0,0,0,0,1
ASAMST,R002B,2,Y FIGUEROA,3,13,7,5,2,3,0,1,1,0,0,0,1
ASIANST,10,1,K YAMANAKA,0,26,46,36,10,1,1,0,0,0,0,0,1
ASIANST,150,3,W PATTERSON,1,4,1,3,2,0,0,0,0,0,0,0,0
ASTRON,3,1,C MA,2,7,10,2,2,1,0,0,1,0,0,0,1
ASTRON, 007A,1,E CHIANG,2,3,0,6,10,4,6,4,3,0,4,0,0
ASTRON,10,1,M DAVIS,8,16,11,5,1,6,2,2,0,0,0,0,0
ASTRON,122,1,J GRAHAM,0,7,7,2,2,0,1,0,0,0,0,0,0
ASTRON,160,1,A FILIPPENKO,3,5,2,2,9,4,3,2,1,0,0,0,0
ASTRON,C010,1,A FILIPPENKO,41,112,76,65,85,31,16,23,5,1,2,0,5
ASTRON,C162,1,I DE PATER,0,1,2,3,1,1,1,1,1,0,0,0,0
BANGLA, 001A,1,A PAUL,2,6,1,3,1,0,0,0,0,0,0,0,0
BIO ENG,10,1,I CONBOY,11,25,32,0,21,12,0,2,0,0,0,0,2
BIO ENG,22,1,M DUECK,1,7,0,0,3,0,1,1,0,0,2,0,0
BIO ENG, 022L,102,M DUECK,1,9,2,0,2,0,0,0,1,0,0,0,0
BIO ENG,102,1,M MOFRAD,2,3,15,17,19,20,21,3,6,3,1,0,0
BIO ENG,115,1,T JOHNSON,0,14,18,6,5,2,0,0,0,0,0,0,0
BIO ENG,121,1,D LIEPMANN,5,11,7,9,8,1,0,0,1,0,0,0,0
BIO ENG,131,1,I HOLMES,4,3,2,3,1,2,0,0,0,0,0,0,2
BIO ENG,135,1,A ARKIN,0,2,3,3,2,1,0,0,0,0,0,0,0
BIO ENG,150,1,S LEE,12,33,0,16,5,0,1,0,0,0,0,0,0
BIO ENG,164,1,D FLETCHER,6,19,8,4,6,3,0,2,0,0,0,0,0
BIO ENG,192,1,A HERR,0,20,1,0,1,1,0,0,0,0,0,0,0
BIO ENG,C118,1,K HEALY,5,11,2,6,7,3,1,0,0,0,0,0,0
BIO ENG,C119,1,T KEAVENY,0,3,3,1,1,1,0,0,0,1,0,0,1
BIO ENG,C144,1,K SJOLANDER,2,1,3,3,2,1,2,0,0,0,1,0,0
BIO ENG,C165,1,S CONOLLY,3,3,4,1,0,0,0,0,0,1,0,0,0
BIO-CDB, 001A,1,J FORTE,2,85,40,56,80,38,64,125,39,2,27,5,31
BIO-CDB, 001AL,1,M MEIGHAN,4,93,79,47,95,47,47,75,40,7,10,3,14
BIO-IB, 001B,1,M POWER,2,32,81,114,177,103,65,52,29,13,11,0,12
BUDDSTD,C050,1,J DALTON,0,1,4,8,4,4,0,1,1,0,0,0,0
BUDDSTD,C120,1,S MEHENDALE,0,4,4,0,1,1,0,0,0,0,0,0,1
BUDDSTD,C126,1,D WILLIAMS,2,4,1,3,4,1,1,0,0,0,0,0,0
CELTIC,15,1,E O'HARA,6,6,5,1,0,0,0,0,0,0,0,0,1
CELTIC,70,1,K KLAR,5,8,7,5,8,0,0,4,0,0,0,0,1
CELTIC,139,1,K KLAR,0,24,0,1,0,0,0,0,0,0,0,0,1
CHEM, 001A,1,A STACY,14,91,77,90,64,88,43,25,21,0,7,0,5
CHEM, 001A,2,M MAJDA,15,65,68,96,81,76,36,18,22,0,10,0,12
CHEM, 001A,3,J ARNOLD,4,33,38,41,51,33,22,10,6,0,3,0,2
CHEM, 003A,1,S PEDERSEN,9,47,42,81,53,57,70,60,59,0,0,0,49
CHEM, 003AL,1,S PEDERSEN,0,236,127,66,25,7,8,4,1,0,0,0,7
CHEM, 003B,1,K VOLLHARDT,3,39,18,28,14,24,21,25,19,6,4,8,12
CHEM, 003B,2,K VOLLHARDT,2,56,23,29,29,32,34,29,28,13,11,8,15
CHEM, 003BL,1,C LI,56,172,59,30,37,0,0,2,0,0,0,0,1
CHEM, 003BL,2,C LI,50,111,31,24,23,1,1,1,0,0,0,0,1
CHEM, 004A,1,R SAYKALLY,5,39,12,18,61,18,7,28,17,0,3,0,8
CHEM,15,1,J GROVES,0,25,0,0,22,0,0,4,0,0,0,0,0
CHEM,103,1,C CHANG,2,23,7,11,12,6,2,4,2,0,0,0,0
CHEM, 104A,1,P YANG,0,3,8,9,15,10,5,9,4,0,3,0,4
CHEM,105,1,E WILLIAMS,2,7,2,2,4,3,1,3,1,0,1,0,0
CHEM,108,1,R ANDERSEN,1,3,2,0,3,1,0,0,0,0,0,0,1
CHEM, 112A,1,J ELLMAN,6,44,9,14,38,8,8,46,8,0,6,0,11
CHEM,113,1,N VIERNES,5,17,4,6,2,3,3,0,0,0,0,0,1
CHEM, 120A,1,W LESTER,0,6,6,4,17,7,15,14,6,0,5,0,3
CHEM, 120B,1,D CHANDLER,2,23,14,0,24,0,0,9,0,0,0,0,1
CHEM,125,1,C HARRIS,2,1,1,1,5,0,0,2,0,1,3,0,1
CHEM,135,1,M FRANCIS,2,51,3,9,20,1,6,8,2,0,3,0,0
CHEM,143,1,J CERNY,0,5,0,5,2,2,1,2,2,0,0,0,1
CHEM,C178,1,R SEGALMAN,1,1,2,4,4,1,0,1,0,0,0,0,0
CHICANO,40,1,A DAVILA-SANCHEZ,0,11,7,7,0,0,0,0,0,0,0,0,1
CHICANO,50,1,A SARAGOZA,7,15,28,14,18,8,4,1,1,0,1,0,2
CHICANO,130,1,C RODRIGUEZ,4,6,4,6,2,1,1,0,0,0,0,0,1
CHICANO, 135A,1,R TELLES,0,18,25,13,6,1,0,1,0,0,0,0,0
CHICANO, 150B,1,D MONTEJANO,0,1,7,6,2,2,0,0,0,0,0,0,0
CHICANO,172,1,B GUERRERO,0,4,12,5,3,3,2,0,0,0,0,0,0
CHICANO,180,1,C RODRIGUEZ,5,6,3,3,1,0,0,0,1,0,0,0,0
CHINESE, 001A,1,Y YANG,0,6,5,0,0,0,0,0,0,0,0,0,0
CHINESE, 001A,2,Y YANG,0,8,2,2,0,0,0,1,0,0,0,0,1
CHINESE, 001A,3,Y YANG,0,7,4,1,3,1,0,0,0,0,0,0,0
CHINESE, 001A,4,Y YANG,0,6,7,4,2,1,0,0,0,0,0,0,0
CHINESE, 001A,5,Y YANG,0,3,4,5,3,0,0,1,0,0,0,0,0
CHINESE, 001A,6,Y YANG,0,10,5,0,2,0,0,0,0,0,0,0,0
CHINESE, 001AX,1,L LIU,0,9,5,3,1,0,0,0,0,0,0,0,0
CHINESE, 001AX,2,L LIU,0,6,7,1,0,0,0,0,0,0,0,0,0
CHINESE, 001AX,3,L LIU,0,5,4,1,1,1,0,0,0,0,0,0,0
CHINESE, 001AX,4,L LIU,0,11,4,2,0,0,0,0,0,0,0,0,0
CHINESE, 001AY,1,L ZHANG,0,15,3,0,1,0,0,1,0,0,0,0,0
CHINESE, 001AY,2,L ZHANG,0,8,9,3,1,0,0,0,0,0,0,0,0
CHINESE, 001AY,3,L ZHANG,0,13,2,2,1,0,0,0,0,0,0,0,0
CHINESE, 007A,1, CSIKSZENTMIHALYI,0,17,7,5,12,1,1,3,1,0,0,0,0
CHINESE, 010A,1,C CHU,0,7,1,2,1,0,0,1,0,0,0,0,0
CHINESE, 010A,2,C CHU,0,9,3,0,1,1,0,0,0,0,0,0,0
CHINESE, 010A,3,C CHU,0,7,4,0,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,1,C HUANG,0,6,8,1,0,1,0,0,0,0,0,0,0
CHINESE, 010AX,2,C HUANG,0,11,1,1,0,0,0,0,0,0,1,0,0
CHINESE, 010AX,3,H GAO,0,11,1,1,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,4,H GAO,0,6,2,2,2,0,1,0,0,0,0,0,0
CHINESE, 010AX,5,L ZHANG,0,6,2,4,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,6,L ZHANG,0,4,5,2,0,0,0,0,0,0,0,0,0
CHINESE, 100A,1,Y ZHANG,0,4,4,1,2,2,1,0,0,0,0,0,1
CHINESE, 100A,2,Y ZHANG,0,6,5,0,1,1,0,0,0,0,0,0,0
CHINESE, 100AX,1,I LI,0,9,5,1,3,1,0,0,0,0,0,0,0
CHINESE, 100AX,2,S GUO,0,10,1,2,1,2,0,0,0,0,0,0,0
CHINESE, 100AX,3,Y ZHU,0,9,7,2,0,0,0,0,0,0,0,0,0
CHINESE, 100AX,4,Y ZHU,0,8,5,2,2,0,0,0,0,0,0,0,0
CHINESE,101,1,I LI,0,7,8,1,0,0,0,0,0,0,0,0,0
CHINESE,101,2,S GUO,0,3,8,1,5,0,0,0,0,0,0,0,0
CHINESE, 110A,1,R ASHMORE,0,13,11,4,1,1,0,1,2,0,0,0,0
CHINESE,111,1,I LI,0,11,3,3,1,0,0,0,0,0,0,0,1
CHINESE,155,1,S VOLPP,0,4,10,5,1,0,0,0,0,0,0,0,0
CHINESE,159,1,W SCHAEFER,0,3,7,3,3,4,0,0,0,1,0,0,0
CHM ENG,140,1,C RADKE,2,11,10,12,15,14,24,18,5,0,5,0,1
CHM ENG, 150B,1,A BELL,5,20,16,21,13,6,6,4,1,0,0,0,3
CHM ENG,154,1,A KATZ,1,19,12,7,12,4,0,5,0,0,0,0,1
CHM ENG,160,1,H BLANCH,3,20,5,4,3,0,0,0,0,0,0,0,0
CHM ENG,160,2,C ALESANDRINI,0,6,4,2,1,0,0,0,0,0,0,0,0
CHM ENG,162,1,N BALSARA,2,7,1,5,5,5,1,1,1,0,2,0,2
CHM ENG, 170A,1,D CLARK,1,11,8,0,13,8,0,2,1,0,1,0,0
CHM ENG,C178,1,R SEGALMAN,4,11,6,7,4,2,0,2,0,0,0,0,0
CIV ENG,60,1,C OSTERTAG,3,9,7,20,16,8,5,4,2,2,1,0,1
CIV ENG,70,1,K JOHNSON,0,16,16,9,13,6,5,6,2,0,0,0,0
CIV ENG,93,1,M HANSEN,1,23,24,16,11,3,3,4,0,2,2,0,0
CIV ENG,100,1,F CHOW,4,18,5,4,20,9,10,10,6,0,0,0,0
CIV ENG,101,1,E VARIANO,1,7,10,4,3,1,0,0,0,0,0,0,0
CIV ENG,107,1,W NAZAROFF,1,12,6,8,6,2,1,3,0,0,0,0,1
CIV ENG,111,1,K NELSON,3,12,4,8,9,6,4,10,4,0,0,0,3
CIV ENG,115,1,D SEDLAK,1,7,3,14,12,0,4,1,0,0,1,0,1
CIV ENG,120,1,A ASTANEH-ASL,22,16,7,2,3,1,0,0,0,0,0,0,0
CIV ENG,122,1,B STOJADINOVIC,1,8,7,4,4,3,1,1,1,0,0,0,0
CIV ENG,123,1,J MOEHLE,1,12,0,3,7,3,0,0,0,0,0,0,0
CIV ENG,124,1,W FENNELL,13,13,6,18,0,0,0,0,0,0,0,0,0
CIV ENG,130,1,S LI,1,10,16,29,23,14,5,10,2,0,0,1,0
CIV ENG,131,1,S LI,6,17,10,4,3,2,0,0,0,0,0,0,1
CIV ENG,153,1,J RAKAS,2,14,3,1,1,0,0,0,0,0,0,0,0
CIV ENG,156,1,J WALKER,2,6,6,4,7,2,1,1,0,0,0,0,0
CIV ENG,167,1,C IBBS,0,4,11,4,20,5,0,22,9,0,1,0,0
