CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC, 001B,1,C RICE,9,6,6,1,0,1,0,0,0,0,0,0,0
AFRICAM, 004B,1,G NWOKEJI,3,13,8,17,11,6,2,4,1,1,1,2,1
AFRICAM, 005B,1,R ALLEN,9,8,8,7,9,6,2,1,3,0,1,1,0
AFRICAM, 039D,1,C STANLEY,1,3,3,5,0,3,0,0,0,0,0,0,0
AFRICAM, 039E,2,J PATTON,2,3,7,5,2,1,2,0,0,0,0,0,1
AFRICAM, 112B,1,P HINTZEN,0,7,20,13,5,2,1,2,1,0,0,1,1
AFRICAM,122,1,H FRYE,2,5,11,7,15,5,0,1,0,0,0,0,0
AFRICAM,139,1,M LAGUERRE,0,7,9,1,0,0,0,0,0,0,0,0,0
AFRICAM, 142AC,1,M COHEN,0,15,16,14,13,3,2,1,0,0,1,0,2
AFRICAM,144,2,L RAIFORD,0,3,6,3,0,1,0,0,0,0,1,0,0
AFRICAM, 156AC,1,A DE LEON,4,29,10,5,1,0,0,0,0,0,0,0,0
AFRICAM,159,1,D SCOTT,1,10,2,1,1,0,0,0,0,0,0,0,0
AFRICAM,159,2,D SCOTT,1,5,8,5,2,4,0,0,0,0,0,0,0
AFRICAM, 190AC,1,C HENRY,1,4,2,0,2,0,0,1,0,0,0,0,1
AFRICAM,R001A,1,A NANDA,1,5,5,7,5,2,1,0,0,0,0,0,0
AFRICAM,R001B,1,A NANDA,1,4,8,2,0,3,1,0,0,0,0,0,2
AMERSTD,10,1,K MORAN,1,15,9,18,26,11,2,17,0,0,1,0,4
AMERSTD,101,2,C PALMER,1,3,4,4,3,5,3,5,0,1,1,0,2
AMERSTD,102,1,D HENKIN,0,0,2,15,9,7,3,0,0,0,0,0,0
AMERSTD,102,2,K MORAN,1,6,9,5,7,5,2,1,1,0,0,1,2
AMERSTD,191,1,K BIESTMAN,0,3,3,0,4,5,0,0,3,0,0,0,1
AMERSTD,191,2,K BIESTMAN,0,5,5,1,4,2,1,2,1,0,0,0,0
AMERSTD,191,3,C PALMER,0,2,3,5,3,2,1,1,0,0,0,0,1
AMERSTD,C111A,1,A SHANKEN,0,0,4,5,1,1,0,1,0,0,0,0,1
AMERSTD,C112B,1,P GROTH,0,7,4,2,9,1,2,6,1,0,3,0,0
AMERSTD,C171,1,L MOZINGO,0,2,2,1,2,1,2,0,0,0,0,0,1
AMERSTD,H195,1,C PALMER,3,14,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,1,1,S AGARWAL,88,168,86,33,14,6,3,1,3,1,0,0,7
ANTHRO, 002AC,1,L PANICH,4,58,60,30,28,24,5,7,0,2,3,0,7
ANTHRO,3,1,S BRANDES,12,81,53,47,32,10,6,3,1,0,1,0,2
